id;full_name;dob;telnum;mail;loyalty
C0000002161;Xavier Adibi;1964-11-13;+43  680 9725430;Xavier.Adibi@gmail.com;0
C0000002162;Jack Williams;1979-08-24;+43  664 9472271;Jack.Williams@chello.at;0
C0000002163;Craig Steltz;1972-11-21;+43  664 1097652;Craig.Steltz@gmx.de;0
C0000002164;Red Bryant;1999-03-16;+43  676 9085798;Red.Bryant@univie.ac.at;0
C0000002165;Tashard Choice;2002-04-10;+43  676 3853721;Tashard.Choice@univie.ac.at;0
C0000002166;Bryan Kehl;1964-02-03;+43  680 2799956;Bryan.Kehl@outlook.com;0
C0000002167;Justin Tryon;2005-12-22;+43  676 4937861;Justin.Tryon@chello.at;0
C0000002168;Arman Shields;1983-01-30;+43  1 3299634;Arman.Shields@me.com;0
C0000002169;Lavelle Hawkins;1998-01-22;+43  680 5515734;Lavelle.Hawkins@me.com;0
C0000002170;Jacob Tamme;1955-07-28;+43  1 8333098;Jacob.Tamme@univie.ac.at;1
C0000002171;Keenan Burton;1972-03-03;+43  680 5943455;Keenan.Burton@hotmail.com;0
C0000002172;Jonathan Wilhite;1972-03-13;+43  680 8448783;Jonathan.Wilhite@chello.at;0
C0000002173;Tony Hills;1945-08-02;+43  664 5746228;Tony.Hills@univie.ac.at;0
C0000002174;Jack Ikegwuonu;1973-09-01;+43  664 9882091;Jack.Ikegwuonu@univie.ac.at;0
C0000002175;Derek Fine;2004-06-17;+43  1 5646903;Derek.Fine@gmx.at;0
C0000002176;David Hale;1949-07-24;+43  664 3219219;David.Hale@chello.at;0
C0000002177;Stanford Keglar;1965-03-01;+43  664 4515474;Stanford.Keglar@me.com;0
C0000002178;Josh Sitton;1986-11-12;+43  664 2443010;Josh.Sitton@gmail.com;0
C0000002179;Kenny Moore;1947-04-23;+43  676 7171345;Kenny.Moore@yahoo.com;0
C0000002180;John David Booty;1959-01-29;+43  680 5645449;John.David.Booty@univie.ac.at;1
C0000002181;Robert James;1955-07-01;+43  664 4348100;Robert.James@gmail.com;0
C0000002182;Ryan Torain;1942-02-07;+43  1 6268405;Ryan.Torain@hotmail.com;0
C0000002183;Brandon Carr;1953-05-15;+43  676 8680429;Brandon.Carr@chello.at;0
C0000002184;Gary Barnidge;1959-04-10;+43  664 2492064;Gary.Barnidge@outlook.com;0
C0000002185;Zackary Bowman;1981-11-16;+43  680 7316977;Zackary.Bowman@univie.ac.at;0
C0000002186;Orlando Scandrick;1985-11-25;+43  664 1598199;Orlando.Scandrick@yahoo.com;0
C0000002187;DeMario Pressley;1947-07-11;+43  680 3823143;DeMario.Pressley@chello.at;0
C0000002188;Jason Shirley;1995-11-21;+43  664 9527001;Jason.Shirley@chello.at;0
C0000002189;Jerome Felton;2005-02-03;+43  664 6793429;Jerome.Felton@chello.at;0
C0000002190;Alvin Bowen;1987-05-20;+43  676 1074727;Alvin.Bowen@yahoo.com;1
C0000002191;Carlton Powell;1994-07-16;+43  664 6483244;Carlton.Powell@gmx.de;0
C0000002192;Tim Hightower;2001-02-01;+43  664 3231797;Tim.Hightower@chello.at;0
C0000002193;Breno Giacomini;1947-04-14;+43  1 9651770;Breno.Giacomini@gmail.com;0
C0000002194;Frank Okam;1959-03-03;+43  680 5699918;Frank.Okam@yahoo.com;0
C0000002195;Letroy Guion;1968-12-13;+43  664 5823085;Letroy.Guion@hotmail.com;0
C0000002196;Matt Slater;1964-11-24;+43  664 7328607;Matt.Slater@univie.ac.at;0
C0000002197;Kroy Biermann;1976-09-05;+43  664 7545672;Kroy.Biermann@yahoo.com;0
C0000002198;Thomas Williams;1978-07-02;+43  664 7920600;Thomas.Williams@gmail.com;0
C0000002199;Dennis Dixon;1969-11-20;+43  680 3347757;Dennis.Dixon@gmx.at;0
C0000002200;Roy Schuening;1967-03-02;+43  664 7256846;Roy.Schuening@me.com;1
C0000002201;Kellen Davis;1979-02-20;+43  664 6360394;Kellen.Davis@me.com;0
C0000002202;Trae Williams;1942-09-17;+43  664 5672673;Trae.Williams@chello.at;0
C0000002203;Josh Johnson;1947-10-03;+43  664 2609841;Josh.Johnson@chello.at;0
C0000002204;Marcus Howard;1973-12-27;+43  1 7904598;Marcus.Howard@univie.ac.at;0
C0000002205;Erik Ainge;1957-06-13;+43  664 1279974;Erik.Ainge@me.com;0
C0000002206;Owen Schmitt;1954-02-22;+43  676 7669546;Owen.Schmitt@me.com;0
C0000002207;Carl Nicks;1983-07-16;+43  664 1938447;Carl.Nicks@chello.at;0
C0000002208;Jonathan Goff;1968-07-10;+43  664 3730172;Jonathan.Goff@yahoo.com;0
C0000002209;Marcus Thomas;1992-02-06;+43  680 7390047;Marcus.Thomas@chello.at;0
C0000002210;Erik Walden;1976-10-19;+43  664 3663898;Erik.Walden@univie.ac.at;1
C0000002211;Durant Brooks;1963-10-03;+43  664 6631349;Durant.Brooks@univie.ac.at;0
C0000002212;Trevor Scott;1996-09-08;+43  676 5326953;Trevor.Scott@chello.at;0
C0000002213;Barry Richardson;2001-09-02;+43  680 5534055;Barry.Richardson@hotmail.com;0
C0000002214;Marcus Henry;1971-05-06;+43  664 9850626;Marcus.Henry@me.com;0
C0000002215;Thomas Brown;1953-01-20;+43  676 7292566;Thomas.Brown@example.com;0
C0000002216;Dominique Barber;1954-02-11;+43  664 8101328;Dominique.Barber@univie.ac.at;0
C0000002217;Josh Morgan;1971-09-16;+43  1 7020740;Josh.Morgan@gmail.com;0
C0000002218;Geno Hayes;1951-12-03;+43  664 4459372;Geno.Hayes@yahoo.com;0
C0000002219;Jalen Parmele;1971-08-06;+43  1 4350455;Jalen.Parmele@hotmail.com;0
C0000002220;Corey Lynch;1971-01-07;+43  664 4818249;Corey.Lynch@univie.ac.at;1
C0000002221;Taylor Mehlhaff;1941-11-11;+43  680 9859369;Taylor.Mehlhaff@gmx.at;0
C0000002222;Xavier Omon;1965-04-17;+43  680 7992504;Xavier.Omon@gmx.de;0
C0000002223;Kareem Moore;2005-07-30;+43  680 8949263;Kareem.Moore@yahoo.com;0
C0000002224;Nick Hayden;1992-10-30;+43  680 3751041;Nick.Hayden@chello.at;0
C0000002225;Kevin Robinson;1970-04-12;+43  664 6820632;Kevin.Robinson@outlook.com;0
C0000002226;Spencer Larsen;1987-02-09;+43  664 9497631;Spencer.Larsen@chello.at;0
C0000002227;Mike Gibson;1978-04-23;+43  680 6630087;Mike.Gibson@gmx.at;0
C0000002228;Chris Harrington;1957-10-21;+43  676 5181155;Chris.Harrington@hotmail.com;0
C0000002229;Colt Brennan;1969-11-22;+43  664 8977880;Colt.Brennan@gmail.com;0
C0000002230;John Sullivan;1991-03-25;+43  664 3658970;John.Sullivan@gmail.com;1
C0000002231;Mike Humpal;1956-05-05;+43  680 1118853;Mike.Humpal@chello.at;0
C0000002232;Tyler Schmitt;1969-11-18;+43  664 1290153;Tyler.Schmitt@chello.at;0
C0000002233;Ahtyba Rubin;1953-05-15;+43  1 2233249;Ahtyba.Rubin@univie.ac.at;0
C0000002234;Paul Hubbard;1995-06-29;+43  664 3069814;Paul.Hubbard@univie.ac.at;0
C0000002235;DeJuan Tribble;1942-03-01;+43  680 3305499;DeJuan.Tribble@yahoo.com;0
C0000002236;Jaymar Johnson;1959-01-25;+43  664 6746645;Jaymar.Johnson@yahoo.com;0
C0000002237;Ryan Mundy;2007-12-30;+43  664 5805627;Ryan.Mundy@yahoo.com;0
C0000002238;Donald Thomas;1943-11-19;+43  680 3269275;Donald.Thomas@hotmail.com;0
C0000002239;Tom Santi;1983-04-06;+43  680 3644643;Tom.Santi@chello.at;0
C0000002240;Bo Ruud;1954-03-03;+43  680 5495708;Bo.Ruud@outlook.com;1
C0000002241;Andre Woodson;1959-07-18;+43  664 7527941;Andre.Woodson@chello.at;0
C0000002242;Robert Henderson;1994-11-26;+43  664 2998544;Robert.Henderson@gmx.de;0
C0000002243;Joe Mays;2000-04-16;+43  664 1362949;Joe.Mays@univie.ac.at;0
C0000002244;Steve Justice;1954-06-04;+43  676 7245227;Steve.Justice@yahoo.com;0
C0000002245;Mike Hart;1989-06-23;+43  664 9658396;Mike.Hart@outlook.com;0
C0000002246;Andy Studebaker;1974-10-21;+43  664 8448332;Andy.Studebaker@outlook.com;0
C0000002247;Lex Hilliard;1959-11-29;+43  664 8563627;Lex.Hilliard@yahoo.com;0
C0000002248;Pierre Garcon;1957-08-29;+43  1 8654441;Pierre.Garcon@chello.at;0
C0000002249;Haruki Nakamura;1957-09-20;+43  676 3281974;Haruki.Nakamura@me.com;0
C0000002250;Matt Sherry;1943-08-25;+43  680 9704758;Matt.Sherry@me.com;1
C0000002251;Ervin Baldwin;1981-12-26;+43  664 7106040;Ervin.Baldwin@gmail.com;0
C0000002252;Matt Flynn;1952-06-11;+43  680 4838060;Matt.Flynn@gmail.com;0
C0000002253;Brian Johnston;1963-09-03;+43  664 3123662;Brian.Johnston@me.com;0
C0000002254;Nate Garner;1964-05-08;+43  664 1971479;Nate.Garner@chello.at;0
C0000002255;Wilrey Fontenot;1991-11-05;+43  676 6785625;Wilrey.Fontenot@hotmail.com;0
C0000002256;Chauncey Washington;1982-07-08;+43  664 3853783;Chauncey.Washington@chello.at;0
C0000002257;Larry Grant;1955-12-24;+43  680 9775330;Larry.Grant@gmail.com;0
C0000002258;Justin Harper;1992-11-30;+43  1 1472167;Justin.Harper@chello.at;0
C0000002259;Landon Cohen;1941-04-20;+43  676 7875021;Landon.Cohen@univie.ac.at;0
C0000002260;Brett Swain;1961-10-22;+43  664 4028931;Brett.Swain@chello.at;1
C0000002261;Caleb Campbell;2007-10-01;+43  664 9562648;Caleb.Campbell@outlook.com;0
C0000002262;Demetress Bell;1955-06-11;+43  664 8788586;Demetress.Bell@me.com;0
C0000002263;Josh Barrett;1943-12-19;+43  664 7592827;Josh.Barrett@yahoo.com;0
C0000002264;Hilee Taylor;1984-12-13;+43  664 7494783;Hilee.Taylor@chello.at;0
C0000002265;Chester Adams;1969-07-18;+43  1 4648156;Chester.Adams@outlook.com;0
C0000002266;Alex Brink;1974-09-05;+43  664 1602213;Alex.Brink@chello.at;0
C0000002267;Steve Johnson;1985-04-29;+43  680 2809625;Steve.Johnson@hotmail.com;0
C0000002268;Brandon Keith;1944-09-28;+43  664 2520165;Brandon.Keith@hotmail.com;0
C0000002269;Chaz Schilens;1958-02-01;+43  680 1185526;Chaz.Schilens@me.com;0
C0000002270;Peyton Hillis;1974-10-18;+43  680 1683489;Peyton.Hillis@chello.at;1
C0000002271;Chris Chamberlain;1979-02-22;+43  676 7044610;Chris.Chamberlain@gmail.com;0
C0000002272;Cary Williams;1941-07-20;+43  676 3498350;Cary.Williams@gmail.com;0
C0000002273;King Dunlap;1961-03-14;+43  676 1775305;King.Dunlap@hotmail.com;0
C0000002274;Alex Hall;1943-11-08;+43  664 4457098;Alex.Hall@univie.ac.at;0
C0000002275;Keith Zinger;1967-03-28;+43  664 9888615;Keith.Zinger@hotmail.com;0
C0000002276;Justin Forsett;1983-03-08;+43  664 1881504;Justin.Forsett@gmx.de;0
C0000002277;Corey Clark;1949-03-08;+43  664 3646704;Corey.Clark@gmx.de;0
C0000002278;Brandon Coutu;1970-09-29;+43  676 3885939;Brandon.Coutu@gmx.at;0
C0000002279;Jamey Richard;2000-06-18;+43  664 6662906;Jamey.Richard@example.com;0
C0000002280;Adrian Arrington;1987-12-05;+43  664 6589289;Adrian.Arrington@chello.at;1
C0000002281;Cory Boyd;1995-05-21;+43  664 8978131;Cory.Boyd@chello.at;0
C0000002282;Mike Merritt;1971-12-23;+43  664 7350962;Mike.Merritt@me.com;0
C0000002283;Allen Patrick;1950-12-30;+43  676 4307474;Allen.Patrick@me.com;0
C0000002284;Geoff Schwartz;1958-07-15;+43  676 7797093;Geoff.Schwartz@gmx.at;0
C0000002285;Rob Jackson;2001-02-18;+43  1 1551707;Rob.Jackson@univie.ac.at;0
C0000002286;Joey LaRocque;1957-03-13;+43  664 4831763;Joey.LaRocque@yahoo.com;0
C0000002287;Angelo Craig;1944-08-20;+43  676 2977404;Angelo.Craig@gmx.de;0
C0000002288;Lionel Dotson;2004-01-16;+43  664 4404624;Lionel.Dotson@outlook.com;0
C0000002289;Mario Urrutia;1983-09-04;+43  676 1872152;Mario.Urrutia@gmx.de;0
C0000002290;Kirk Barton;1977-03-16;+43  664 3313353;Kirk.Barton@chello.at;1
C0000002291;Marcus Monk;1975-12-19;+43  680 3742176;Marcus.Monk@gmx.de;0
C0000002292;Chris Horton;1950-01-23;+43  664 9049629;Chris.Horton@chello.at;0
C0000002293;Mackenzy Bernadeau;1967-03-21;+43  664 1894996;Mackenzy.Bernadeau@outlook.com;0
C0000002294;Kennard Cox;1945-07-17;+43  1 4529300;Kennard.Cox@gmail.com;0
C0000002295;David Vobora;1947-07-28;+43  664 6108748;David.Vobora@outlook.com;0
C0000002296;Matthew Stafford;1974-09-28;+43  680 2341558;Matthew.Stafford@me.com;0
C0000002297;Jason Smith;1976-07-10;+43  676 5851133;Jason.Smith@gmx.at;0
C0000002298;Tyson Jackson;1947-06-14;+43  1 7134919;Tyson.Jackson@chello.at;0
C0000002299;Aaron Curry;1986-06-02;+43  676 8805080;Aaron.Curry@gmail.com;0
C0000002300;Mark Sanchez;1983-09-24;+43  664 3012322;Mark.Sanchez@me.com;1
C0000002301;Andre Smith;1944-07-21;+43  664 9649250;Andre.Smith@gmail.com;0
C0000002302;Darrius Heyward-Bey;1985-04-04;+43  664 7972530;Darrius.Heyward-Bey@gmail.com;0
C0000002303;Eugene Monroe;1990-06-15;+43  676 4975313;Eugene.Monroe@chello.at;0
C0000002304;B.J. Raji;2005-11-20;+43  676 3562918;B.JRaji@yahoo.com;0
C0000002305;Michael Crabtree;1966-12-30;+43  676 9900968;Michael.Crabtree@gmx.de;0
C0000002306;Aaron Maybin;1945-05-29;+43  680 2477432;Aaron.Maybin@outlook.com;0
C0000002307;Knowshon Moreno;1993-03-17;+43  676 5077152;Knowshon.Moreno@gmx.de;0
C0000002308;Brian Orakpo;2006-03-19;+43  676 5400804;Brian.Orakpo@gmx.de;0
C0000002309;Malcolm Jenkins;1950-05-04;+43  1 2142385;Malcolm.Jenkins@hotmail.com;0
C0000002310;Brian Cushing;1944-12-18;+43  664 8108836;Brian.Cushing@yahoo.com;1
C0000002311;Larry English;1964-02-14;+43  680 5576310;Larry.English@gmail.com;0
C0000002312;Josh Freeman;1994-12-29;+43  1 3741209;Josh.Freeman@yahoo.com;0
C0000002313;Robert Ayers;1986-10-23;+43  664 3942107;Robert.Ayers@univie.ac.at;0
C0000002314;Jeremy Maclin;1950-05-26;+43  676 4629480;Jeremy.Maclin@gmail.com;0
C0000002315;Brandon Pettigrew;1958-08-09;+43  676 5785363;Brandon.Pettigrew@yahoo.com;0
C0000002316;Alex Mack;1949-06-28;+43  680 7590129;Alex.Mack@chello.at;0
C0000002317;Percy Harvin;1951-02-12;+43  664 2624571;Percy.Harvin@chello.at;0
C0000002318;Michael Oher;1963-09-08;+43  676 9842270;Michael.Oher@gmail.com;0
C0000002319;Peria Jerry;1977-12-12;+43  664 7086803;Peria.Jerry@gmx.at;0
C0000002320;Vontae Davis;1999-03-02;+43  676 4793743;Vontae.Davis@chello.at;1
C0000002321;Clay Matthews;1981-08-05;+43  676 6191885;Clay.Matthews@hotmail.com;0
C0000002322;Donald Brown;1948-05-21;+43  664 5241326;Donald.Brown@me.com;0
C0000002323;Eric Wood;2004-10-03;+43  664 9176965;Eric.Wood@hotmail.com;0
C0000002324;Hakeem Nicks;1983-07-21;+43  1 8149697;Hakeem.Nicks@chello.at;0
C0000002325;Kenny Britt;2007-11-17;+43  664 9881488;Kenny.Britt@outlook.com;0
C0000002326;Beanie Wells;1962-06-01;+43  664 3418314;Beanie.Wells@univie.ac.at;0
C0000002327;Evander Hood;2003-07-24;+43  680 8295818;Evander.Hood@yahoo.com;0
C0000002328;Louis Delmas;1998-02-13;+43  664 4715172;Louis.Delmas@yahoo.com;0
C0000002329;Patrick Chung;1982-01-28;+43  676 7612196;Patrick.Chung@outlook.com;0
C0000002330;James Laurinaitis;1946-05-18;+43  664 6130316;James.Laurinaitis@outlook.com;1
C0000002331;Brian Robiskie;1957-07-01;+43  664 1276808;Brian.Robiskie@outlook.com;0
C0000002332;Alphonso Smith;1951-06-11;+43  664 3593982;Alphonso.Smith@me.com;0
C0000002333;Rey Maualuga;1947-06-29;+43  676 3641502;Rey.Maualuga@me.com;0
C0000002334;Eben Britton;1942-09-01;+43  664 3787955;Eben.Britton@hotmail.com;0
C0000002335;Ron Brace;1955-10-28;+43  664 2660126;Ron.Brace@me.com;0
C0000002336;Darius Butler;1950-04-15;+43  680 8011336;Darius.Butler@yahoo.com;0
C0000002337;Jairus Byrd;1992-04-29;+43  680 3198275;Jairus.Byrd@hotmail.com;0
C0000002338;Everette Brown;1960-12-11;+43  664 5618171;Everette.Brown@chello.at;0
C0000002339;Pat White;1943-05-04;+43  680 8798461;Pat.White@chello.at;0
C0000002340;Clint Sintim;1982-09-25;+43  664 9656064;Clint.Sintim@outlook.com;1
C0000002341;Connor Barwin;1976-10-11;+43  676 1327748;Connor.Barwin@outlook.com;0
C0000002342;Mike Mitchell;1955-05-04;+43  1 8728360;Mike.Mitchell@gmail.com;0
C0000002343;Darcel McBath;1978-10-09;+43  664 1682075;Darcel.McBath@hotmail.com;0
C0000002344;Max Unger;1970-11-15;+43  676 5682431;Max.Unger@chello.at;0
C0000002345;Mohamed Massaquoi;1974-01-07;+43  676 7451729;Mohamed.Massaquoi@chello.at;0
C0000002346;Andy Levitre;1994-09-21;+43  676 9430288;Andy.Levitre@outlook.com;0
C0000002347;David Veikune;1982-08-05;+43  676 5618588;David.Veikune@outlook.com;0
C0000002348;LeSean McCoy;1954-08-13;+43  664 8145623;LeSean.McCoy@chello.at;0
C0000002349;Phil Loadholt;1994-11-27;+43  1 8977472;Phil.Loadholt@yahoo.com;0
C0000002350;William Moore;1948-09-12;+43  1 1872697;William.Moore@chello.at;1
C0000002351;Fili Moala;1967-02-22;+43  676 1461358;Fili.Moala@me.com;0
C0000002352;Paul Kruger;1968-02-22;+43  680 9238407;Paul.Kruger@univie.ac.at;0
C0000002353;Sebastian Vollmer;2007-06-14;+43  664 4094378;Sebastian.Vollmer@example.com;0
C0000002354;Sherrod Martin;1962-01-02;+43  664 4110040;Sherrod.Martin@gmail.com;0
C0000002355;Will Beatty;1989-04-19;+43  664 4831640;Will.Beatty@gmail.com;0
C0000002356;Sean Smith;1988-05-22;+43  1 9495929;Sean.Smith@chello.at;0
C0000002357;Sen'Derrick Marks;2004-02-06;+43  664 6888377;SenDerrick.Marks@univie.ac.at;0
C0000002358;Cody Brown;1949-12-08;+43  664 9070736;Cody.Brown@yahoo.com;0
C0000002359;Richard Quinn;1960-08-08;+43  680 4557146;Richard.Quinn@me.com;0
C0000002360;Shonn Greene;1944-04-21;+43  1 4812145;Shonn.Greene@yahoo.com;1
C0000002361;Bradley Fletcher;1994-05-14;+43  1 9264175;Bradley.Fletcher@hotmail.com;0
C0000002362;Alex Magee;1959-09-23;+43  664 5847954;Alex.Magee@yahoo.com;0
C0000002363;Jarron Gilbert;1996-11-05;+43  1 5466133;Jarron.Gilbert@gmx.at;0
C0000002364;Jason Williams;1997-12-14;+43  664 3856402;Jason.Williams@me.com;0
C0000002365;Michael Johnson;2005-03-21;+43  664 9781456;Michael.Johnson@outlook.com;0
C0000002366;Matt Shaughnessy;1963-12-17;+43  680 6906134;Matt.Shaughnessy@me.com;0
C0000002367;Terrance Knighton;1985-05-22;+43  676 5674941;Terrance.Knighton@chello.at;0
C0000002368;Derek Cox;1997-07-18;+43  676 4015302;Derek.Cox@me.com;0
C0000002369;Glen Coffee;1989-11-16;+43  680 5666094;Glen.Coffee@me.com;0
C0000002370;Robert Brewster;1999-03-22;+43  676 5532103;Robert.Brewster@gmx.at;1
C0000002371;DeAndre Levy;1982-03-11;+43  1 8725060;DeAndre.Levy@gmail.com;0
C0000002372;Antoine Caldwell;1987-07-16;+43  664 1631174;Antoine.Caldwell@me.com;0
C0000002373;Louis Vasquez;1964-12-11;+43  680 1735458;Louis.Vasquez@me.com;0
C0000002374;Kraig Urbik;2006-02-19;+43  664 8453164;Kraig.Urbik@outlook.com;0
C0000002375;Kevin Barnes;1981-04-03;+43  664 9513663;Kevin.Barnes@yahoo.com;0
C0000002376;Roy Miller;1981-02-12;+43  664 7198089;Roy.Miller@chello.at;0
C0000002377;Derrick Williams;2005-04-01;+43  676 9489314;Derrick.Williams@univie.ac.at;0
C0000002378;Brandon Tate;1940-07-06;+43  680 7480530;Brandon.Tate@gmail.com;0
C0000002379;Mike Wallace;1984-01-31;+43  1 8915864;Mike.Wallace@outlook.com;0
C0000002380;Ramses Barden;2004-08-10;+43  680 9503688;Ramses.Barden@outlook.com;1
C0000002381;Asher Allen;1986-11-04;+43  664 5517758;Asher.Allen@me.com;0
C0000002382;Patrick Turner;1970-12-07;+43  680 1930360;Patrick.Turner@gmail.com;0
C0000002383;Lardarius Webb;1942-10-02;+43  680 3086853;Lardarius.Webb@chello.at;0
C0000002384;Jared Cook;1992-05-07;+43  680 9254189;Jared.Cook@chello.at;0
C0000002385;Chris Owens;1970-04-10;+43  664 8987378;Chris.Owens@example.com;0
C0000002386;Deon Butler;1972-08-06;+43  676 8178451;Deon.Butler@gmx.at;0
C0000002387;Jerraud Powers;1969-12-02;+43  664 6740319;Jerraud.Powers@chello.at;0
C0000002388;Corvey Irvin;1947-10-12;+43  1 9214845;Corvey.Irvin@yahoo.com;0
C0000002389;Ryan Mouton;1997-03-07;+43  680 8696652;Ryan.Mouton@gmx.de;0
C0000002390;Rashad Johnson;2005-05-20;+43  664 7599314;Rashad.Johnson@univie.ac.at;1
C0000002391;Keenan Lewis;1965-03-26;+43  680 3824173;Keenan.Lewis@chello.at;0
C0000002392;Tyrone McKenzie;1991-01-16;+43  664 5627466;Tyrone.McKenzie@example.com;0
C0000002393;Chase Coffman;1941-05-27;+43  664 7907819;Chase.Coffman@chello.at;0
C0000002394;Juaquin Iglesias;1992-10-14;+43  680 1141106;Juaquin.Iglesias@example.com;0
C0000002395;Travis Beckum;1962-07-03;+43  664 7730807;Travis.Beckum@univie.ac.at;0
C0000002396;Stephen McGee;1971-04-10;+43  680 8610414;Stephen.McGee@univie.ac.at;0
C0000002397;Donald Washington;1969-03-08;+43  676 7706392;Donald.Washington@gmx.de;0
C0000002398;Darell Scott;1998-10-08;+43  680 2122010;Darell.Scott@gmail.com;0
C0000002399;Kaluka Maiava;1979-06-04;+43  680 3166403;Kaluka.Maiava@gmx.at;0
C0000002400;Henry Melton;1945-08-02;+43  1 2572535;Henry.Melton@univie.ac.at;1
C0000002401;Jonathan Luigs;1988-04-18;+43  664 9771275;Jonathan.Luigs@hotmail.com;0
C0000002402;Mike Thomas;1979-10-05;+43  676 6544537;Mike.Thomas@chello.at;0
C0000002403;Brian Hartline;1964-10-02;+43  1 4253513;Brian.Hartline@chello.at;0
C0000002404;T.J. Lang;1980-12-03;+43  676 1794922;T.JLang@me.com;0
C0000002405;Victor Butler;1962-06-23;+43  664 2144506;Victor.Butler@example.com;0
C0000002406;Mike Goodson;1979-04-25;+43  664 2111233;Mike.Goodson@gmx.at;0
C0000002407;Glover Quin;1989-07-17;+43  676 3649875;Glover.Quin@hotmail.com;0
C0000002408;Vaughn Martin;1952-08-12;+43  680 9604110;Vaughn.Martin@gmail.com;0
C0000002409;David Bruton;1947-09-07;+43  664 8298671;David.Bruton@chello.at;0
C0000002410;Sammie Lee Hill;1951-11-04;+43  664 2395501;Sammie.Lee.Hill@chello.at;1
C0000002411;Chip Vaughn;1998-12-11;+43  664 9224818;Chip.Vaughn@yahoo.com;0
C0000002412;Kyle Moore;1985-05-20;+43  676 7396093;Kyle.Moore@gmx.at;0
C0000002413;Stanley Arnoux;1993-10-24;+43  664 4106817;Stanley.Arnoux@chello.at;0
C0000002414;D.J. Moore;1978-11-12;+43  676 7493805;D.JMoore@hotmail.com;0
C0000002415;Brandon Williams;1954-01-09;+43  664 3190956;Brandon.Williams@outlook.com;0
C0000002416;Shawn Nelson;1984-05-01;+43  664 1621682;Shawn.Nelson@me.com;0
C0000002417;Anthony Hill;1980-12-14;+43  664 7610659;Anthony.Hill@chello.at;0
C0000002418;Rich Ohrnberger;1973-04-07;+43  664 3479145;Rich.Ohrnberger@yahoo.com;0
C0000002419;Louis Murphy;1966-05-08;+43  676 4163850;Louis.Murphy@gmail.com;0
C0000002420;Lawrence Sidbury;2004-09-09;+43  680 6513898;Lawrence.Sidbury@univie.ac.at;1
C0000002421;Slade Norris;1990-08-15;+43  664 6223997;Slade.Norris@chello.at;0
C0000002422;Austin Collie;1983-01-30;+43  680 3853747;Austin.Collie@chello.at;0
C0000002423;Tony Fiammetta;1942-06-09;+43  664 4519107;Tony.Fiammetta@univie.ac.at;0
C0000002424;Andre Brown;1984-02-15;+43  664 6253333;Andre.Brown@gmx.at;0
C0000002425;Gerald McRath;1943-08-26;+43  664 8230966;Gerald.McRath@example.com;0
C0000002426;Greg Toler;1954-05-31;+43  680 6252244;Greg.Toler@gmx.de;0
C0000002427;Seth Olsen;1988-08-13;+43  680 7699182;Seth.Olsen@me.com;0
C0000002428;Tyronne Green;1978-05-21;+43  1 3854256;Tyronne.Green@outlook.com;0
C0000002429;Gartrell Johnson;1945-08-08;+43  664 5134202;Gartrell.Johnson@me.com;0
C0000002430;Troy Kropog;1975-03-10;+43  664 8704341;Troy.Kropog@chello.at;1
C0000002431;Terrance Taylor;1957-05-08;+43  1 5407615;Terrance.Taylor@hotmail.com;0
C0000002432;Jason Phillips;1954-03-10;+43  676 9295017;Jason.Phillips@chello.at;0
C0000002433;William Middleton;2000-02-17;+43  664 8178218;William.Middleton@yahoo.com;0
C0000002434;Colin Brown;1952-02-13;+43  664 2524360;Colin.Brown@gmail.com;0
C0000002435;Johnny Knox;1954-02-10;+43  664 3982648;Johnny.Knox@outlook.com;0
C0000002436;Kenny McKinley;1988-01-24;+43  664 4770029;Kenny.McKinley@chello.at;0
C0000002437;Kevin Huber;1953-12-09;+43  676 5998922;Kevin.Huber@me.com;0
C0000002438;DeAngelo Smith;1978-09-19;+43  664 6614883;DeAngelo.Smith@chello.at;0
C0000002439;Jarett Dillard;1980-11-27;+43  676 8996807;Jarett.Dillard@univie.ac.at;0
C0000002440;Quinn Johnson;1973-06-05;+43  664 4986858;Quinn.Johnson@me.com;1
C0000002441;Scott McKillop;1980-03-10;+43  676 4385378;Scott.McKillop@example.com;0
C0000002442;Nic Harris;1949-03-26;+43  664 8746079;Nic.Harris@chello.at;0
C0000002443;Brandon Hughes;1951-04-13;+43  664 9181115;Brandon.Hughes@hotmail.com;0
C0000002444;Davon Drew;1992-11-04;+43  1 7739523;Davon.Drew@chello.at;0
C0000002445;Jasper Brinkley;1999-12-02;+43  680 2025180;Jasper.Brinkley@gmail.com;0
C0000002446;Rhett Bomar;1984-08-12;+43  664 8047132;Rhett.Bomar@outlook.com;0
C0000002447;James Casey;1951-04-16;+43  676 9816754;James.Casey@yahoo.com;0
C0000002448;Cornelius Ingram;1988-04-16;+43  680 8343016;Cornelius.Ingram@outlook.com;0
C0000002449;Marcus Freeman;2001-09-23;+43  664 8685842;Marcus.Freeman@univie.ac.at;0
C0000002450;Xavier Fulton;1957-01-20;+43  1 9528392;Xavier.Fulton@gmx.de;1
C0000002451;Garrett Reynolds;1991-02-10;+43  664 1171163;Garrett.Reynolds@yahoo.com;0
C0000002452;Victor Harris;1986-02-14;+43  664 8511244;Victor.Harris@gmx.de;0
C0000002453;Cody Glenn;1946-02-14;+43  676 2814548;Cody.Glenn@outlook.com;0
C0000002454;Fenuki Tupou;2000-12-24;+43  676 7553624;Fenuki.Tupou@outlook.com;0
